AIRPORT;APT_ICAO;APT_IATA;APT_NAME;APT_COUNTRY;ICAO_LABEL;IATA_LABEL;YEAR;CONFIGURATION;SHARE_PCT
LFPG;LFPG;CDG;Paris-Charles-de-Gaulle;France;Paris-Charles-de-Gaulle (LFPG);Paris-Charles-de-Gaulle (CDG);2018;;
LFPG;LFPG;CDG;Paris-Charles-de-Gaulle;France;Paris-Charles-de-Gaulle (LFPG);Paris-Charles-de-Gaulle (CDG);2019;ARR:08R - ARR:09L - DEP:08L - DEP:09R;0,345856198114535
LFPG;LFPG;CDG;Paris-Charles-de-Gaulle;France;Paris-Charles-de-Gaulle (LFPG);Paris-Charles-de-Gaulle (CDG);2019;ARR:26L - ARR:27R - DEP:26R - DEP:27L;0,616012382158435
LFPG;LFPG;CDG;Paris-Charles-de-Gaulle;France;Paris-Charles-de-Gaulle (LFPG);Paris-Charles-de-Gaulle (CDG);2020;;
LFPO;LFPO;ORY;Paris-Orly;France;Paris-Orly (LFPO);Paris-Orly (ORY);2016;;
LFPO;LFPO;ORY;Paris-Orly;France;Paris-Orly (LFPO);Paris-Orly (ORY);2017;;
LFPO;LFPO;ORY;Paris-Orly;France;Paris-Orly (LFPO);Paris-Orly (ORY);2018;;
LFPO;LFPO;ORY;Paris-Orly;France;Paris-Orly (LFPO);Paris-Orly (ORY);2019;ARR:06 - DEP:08;0,225497883017093
LFPO;LFPO;ORY;Paris-Orly;France;Paris-Orly (LFPO);Paris-Orly (ORY);2019;ARR:06 - DEP:06;0,120589618943077
LFPO;LFPO;ORY;Paris-Orly;France;Paris-Orly (LFPO);Paris-Orly (ORY);2019;ARR:26 - DEP:24;0,408028853692959
LFPO;LFPO;ORY;Paris-Orly;France;Paris-Orly (LFPO);Paris-Orly (ORY);2019;ARR:24 - DEP:24;0,175003920338717
LFPO;LFPO;ORY;Paris-Orly;France;Paris-Orly (LFPO);Paris-Orly (ORY);2020;;
LFSB;LFSB;BSL;Bâle-Mulhouse;France;Bâle-Mulhouse (LFSB);Bâle-Mulhouse (BSL);2016;;
LFSB;LFSB;BSL;Bâle-Mulhouse;France;Bâle-Mulhouse (LFSB);Bâle-Mulhouse (BSL);2017;;
LFSB;LFSB;BSL;Bâle-Mulhouse;France;Bâle-Mulhouse (LFSB);Bâle-Mulhouse (BSL);2018;;
LFSB;LFSB;BSL;Bâle-Mulhouse;France;Bâle-Mulhouse (LFSB);Bâle-Mulhouse (BSL);2019;ARR:33 - DEP:33;0,0888192267502612
LFSB;LFSB;BSL;Bâle-Mulhouse;France;Bâle-Mulhouse (LFSB);Bâle-Mulhouse (BSL);2019;ARR:15 - DEP:15;0,906386379003012
LFSB;LFSB;BSL;Bâle-Mulhouse;France;Bâle-Mulhouse (LFSB);Bâle-Mulhouse (BSL);2020;;
LGAV;LGAV;ATH;Athens;Greece;Athens (LGAV);Athens (ATH);2016;;
LGAV;LGAV;ATH;Athens;Greece;Athens (LGAV);Athens (ATH);2017;;
LGAV;LGAV;ATH;Athens;Greece;Athens (LGAV);Athens (ATH);2018;;
LGAV;LGAV;ATH;Athens;Greece;Athens (LGAV);Athens (ATH);2019;ARR:03R - DEP:03L;0,138833770722652
LGAV;LGAV;ATH;Athens;Greece;Athens (LGAV);Athens (ATH);2019;ARR:03L - DEP:03R;0,502848364590668
LGAV;LGAV;ATH;Athens;Greece;Athens (LGAV);Athens (ATH);2019;ARR:21R - DEP:21L;0,287716827753952
LGAV;LGAV;ATH;Athens;Greece;Athens (LGAV);Athens (ATH);2020;;
LHBP;LHBP;BUD;Budapest - Ferihegy;Hungary;Budapest - Ferihegy (LHBP);Budapest - Ferihegy (BUD);2016;;
LHBP;LHBP;BUD;Budapest - Ferihegy;Hungary;Budapest - Ferihegy (LHBP);Budapest - Ferihegy (BUD);2017;;
LHBP;LHBP;BUD;Budapest - Ferihegy;Hungary;Budapest - Ferihegy (LHBP);Budapest - Ferihegy (BUD);2018;;
LHBP;LHBP;BUD;Budapest - Ferihegy;Hungary;Budapest - Ferihegy (LHBP);Budapest - Ferihegy (BUD);2019;ARR:31R - DEP:31L;0,434692235483438
LHBP;LHBP;BUD;Budapest - Ferihegy;Hungary;Budapest - Ferihegy (LHBP);Budapest - Ferihegy (BUD);2019;ARR:31R - DEP:31R;0,0635644361003084
LHBP;LHBP;BUD;Budapest - Ferihegy;Hungary;Budapest - Ferihegy (LHBP);Budapest - Ferihegy (BUD);2019;ARR:13R - DEP:13L;0,220732197934826
LHBP;LHBP;BUD;Budapest - Ferihegy;Hungary;Budapest - Ferihegy (LHBP);Budapest - Ferihegy (BUD);2019;ARR:31L - DEP:31L;0,159581601180099
LHBP;LHBP;BUD;Budapest - Ferihegy;Hungary;Budapest - Ferihegy (LHBP);Budapest - Ferihegy (BUD);2019;ARR:13R - DEP:13R;0,0958160118009924
LHBP;LHBP;BUD;Budapest - Ferihegy;Hungary;Budapest - Ferihegy (LHBP);Budapest - Ferihegy (BUD);2020;;
LICC;LICC;CTA;Catania;Italy;Catania (LICC);Catania (CTA);2016;;
LICC;LICC;CTA;Catania;Italy;Catania (LICC);Catania (CTA);2017;;
LICC;LICC;CTA;Catania;Italy;Catania (LICC);Catania (CTA);2018;;
LICC;LICC;CTA;Catania;Italy;Catania (LICC);Catania (CTA);2019;ARR:08 - DEP:08;1
LICC;LICC;CTA;Catania;Italy;Catania (LICC);Catania (CTA);2020;;
LIMC;LIMC;MXP;Milan - Malpensa;Italy;Milan - Malpensa (LIMC);Milan - Malpensa (MXP);2016;;
LIMC;LIMC;MXP;Milan - Malpensa;Italy;Milan - Malpensa (LIMC);Milan - Malpensa (MXP);2017;;
LIMC;LIMC;MXP;Milan - Malpensa;Italy;Milan - Malpensa (LIMC);Milan - Malpensa (MXP);2018;;
LIMC;LIMC;MXP;Milan - Malpensa;Italy;Milan - Malpensa (LIMC);Milan - Malpensa (MXP);2019;ARR:35R - DEP:35L;0,506000960153625
LIMC;LIMC;MXP;Milan - Malpensa;Italy;Milan - Malpensa (LIMC);Milan - Malpensa (MXP);2019;ARR:35L - DEP:35R;0,450732117138742
LIMC;LIMC;MXP;Milan - Malpensa;Italy;Milan - Malpensa (LIMC);Milan - Malpensa (MXP);2020;;
LIME;LIME;BGY;Bergamo;Italy;Bergamo (LIME);Bergamo (BGY);2016;;
LIME;LIME;BGY;Bergamo;Italy;Bergamo (LIME);Bergamo (BGY);2017;;
LIME;LIME;BGY;Bergamo;Italy;Bergamo (LIME);Bergamo (BGY);2018;;
LIME;LIME;BGY;Bergamo;Italy;Bergamo (LIME);Bergamo (BGY);2019;ARR:28 - DEP:28;0,996117745343752
LIME;LIME;BGY;Bergamo;Italy;Bergamo (LIME);Bergamo (BGY);2020;;
LIMF;LIMF;TRN;Torino Caselle;Italy;Torino Caselle (LIMF);Torino Caselle (TRN);2016;;
LIMF;LIMF;TRN;Torino Caselle;Italy;Torino Caselle (LIMF);Torino Caselle (TRN);2017;;
LIMF;LIMF;TRN;Torino Caselle;Italy;Torino Caselle (LIMF);Torino Caselle (TRN);2018;;
LIMF;LIMF;TRN;Torino Caselle;Italy;Torino Caselle (LIMF);Torino Caselle (TRN);2019;ARR:36 - DEP:36;0,999813676169182
LIMF;LIMF;TRN;Torino Caselle;Italy;Torino Caselle (LIMF);Torino Caselle (TRN);2020;;
LIML;LIML;LIN;Milan - Linate;Italy;Milan - Linate (LIML);Milan - Linate (LIN);2016;;
LIML;LIML;LIN;Milan - Linate;Italy;Milan - Linate (LIML);Milan - Linate (LIN);2017;;
LIML;LIML;LIN;Milan - Linate;Italy;Milan - Linate (LIML);Milan - Linate (LIN);2018;;
LIML;LIML;LIN;Milan - Linate;Italy;Milan - Linate (LIML);Milan - Linate (LIN);2019;ARR:36 - DEP:36;0,99681130423909
LIML;LIML;LIN;Milan - Linate;Italy;Milan - Linate (LIML);Milan - Linate (LIN);2020;;
LIPE;LIPE;BLQ;Bologna;Italy;Bologna (LIPE);Bologna (BLQ);2016;;
LIPE;LIPE;BLQ;Bologna;Italy;Bologna (LIPE);Bologna (BLQ);2017;;
LIPE;LIPE;BLQ;Bologna;Italy;Bologna (LIPE);Bologna (BLQ);2018;;
LIPE;LIPE;BLQ;Bologna;Italy;Bologna (LIPE);Bologna (BLQ);2019;ARR:12 - DEP:12;0,764214219378805
LIPE;LIPE;BLQ;Bologna;Italy;Bologna (LIPE);Bologna (BLQ);2019;ARR:30 - DEP:30;0,225776493653906
LIPE;LIPE;BLQ;Bologna;Italy;Bologna (LIPE);Bologna (BLQ);2020;;
LIPZ;LIPZ;VCE;Venice;Italy;Venice (LIPZ);Venice (VCE);2016;;
LIPZ;LIPZ;VCE;Venice;Italy;Venice (LIPZ);Venice (VCE);2017;;
LIPZ;LIPZ;VCE;Venice;Italy;Venice (LIPZ);Venice (VCE);2018;;
LIPZ;LIPZ;VCE;Venice;Italy;Venice (LIPZ);Venice (VCE);2019;ARR:04R - DEP:04R;0,996034400382226
LIPZ;LIPZ;VCE;Venice;Italy;Venice (LIPZ);Venice (VCE);2020;;
LIRA;LIRA;CIA;Rome - Ciampino;Italy;Rome - Ciampino (LIRA);Rome - Ciampino (CIA);2016;;
LIRA;LIRA;CIA;Rome - Ciampino;Italy;Rome - Ciampino (LIRA);Rome - Ciampino (CIA);2017;;
LIRA;LIRA;CIA;Rome - Ciampino;Italy;Rome - Ciampino (LIRA);Rome - Ciampino (CIA);2018;;
LIRA;LIRA;CIA;Rome - Ciampino;Italy;Rome - Ciampino (LIRA);Rome - Ciampino (CIA);2019;ARR:33 - DEP:33;0,080715955081799
LIRA;LIRA;CIA;Rome - Ciampino;Italy;Rome - Ciampino (LIRA);Rome - Ciampino (CIA);2019;ARR:15 - DEP:15;0,913070740466283
LIRA;LIRA;CIA;Rome - Ciampino;Italy;Rome - Ciampino (LIRA);Rome - Ciampino (CIA);2020;;
LIRF;LIRF;FCO;Rome - Fiumicino;Italy;Rome - Fiumicino (LIRF);Rome - Fiumicino (FCO);2016;;
LIRF;LIRF;FCO;Rome - Fiumicino;Italy;Rome - Fiumicino (LIRF);Rome - Fiumicino (FCO);2017;;
LIRF;LIRF;FCO;Rome - Fiumicino;Italy;Rome - Fiumicino (LIRF);Rome - Fiumicino (FCO);2018;;
LIRF;LIRF;FCO;Rome - Fiumicino;Italy;Rome - Fiumicino (LIRF);Rome - Fiumicino (FCO);2019;ARR:16L - DEP:25;0,140643049672699
LIRF;LIRF;FCO;Rome - Fiumicino;Italy;Rome - Fiumicino (LIRF);Rome - Fiumicino (FCO);2019;ARR:34L - ARR:34R - DEP:25;0,118502117828263
LIRF;LIRF;FCO;Rome - Fiumicino;Italy;Rome - Fiumicino (LIRF);Rome - Fiumicino (FCO);2019;ARR:16L - ARR:16R - DEP:25;0,603966114747786
LIRF;LIRF;FCO;Rome - Fiumicino;Italy;Rome - Fiumicino (LIRF);Rome - Fiumicino (FCO);2020;;
LIRN;LIRN;NAP;Naples;Italy;Naples (LIRN);Naples (NAP);2016;;
LIRN;LIRN;NAP;Naples;Italy;Naples (LIRN);Naples (NAP);2017;;
LIRN;LIRN;NAP;Naples;Italy;Naples (LIRN);Naples (NAP);2018;;
LIRN;LIRN;NAP;Naples;Italy;Naples (LIRN);Naples (NAP);2019;ARR:06 - DEP:06;0,403840970350404
LIRN;LIRN;NAP;Naples;Italy;Naples (LIRN);Naples (NAP);2019;ARR:24 - DEP:24;0,576145552560647
LIRN;LIRN;NAP;Naples;Italy;Naples (LIRN);Naples (NAP);2020;;
LJLJ;LJLJ;LJU;Ljubljana;Slovenia;Ljubljana (LJLJ);Ljubljana (LJU);2016;;
LJLJ;LJLJ;LJU;Ljubljana;Slovenia;Ljubljana (LJLJ);Ljubljana (LJU);2017;;
LJLJ;LJLJ;LJU;Ljubljana;Slovenia;Ljubljana (LJLJ);Ljubljana (LJU);2018;;
LJLJ;LJLJ;LJU;Ljubljana;Slovenia;Ljubljana (LJLJ);Ljubljana (LJU);2019;ARR:30 - DEP:30;0,975005229031583
LJLJ;LJLJ;LJU;Ljubljana;Slovenia;Ljubljana (LJLJ);Ljubljana (LJU);2020;;
LKPR;LKPR;PRG;Prague;Czech Republic;Prague (LKPR);Prague (PRG);2016;;
LKPR;LKPR;PRG;Prague;Czech Republic;Prague (LKPR);Prague (PRG);2017;;
LKPR;LKPR;PRG;Prague;Czech Republic;Prague (LKPR);Prague (PRG);2018;;
LKPR;LKPR;PRG;Prague;Czech Republic;Prague (LKPR);Prague (PRG);2019;ARR:30 - DEP:30;0,0492737635594778
LKPR;LKPR;PRG;Prague;Czech Republic;Prague (LKPR);Prague (PRG);2019;ARR:24 - DEP:24;0,688361831218974
LKPR;LKPR;PRG;Prague;Czech Republic;Prague (LKPR);Prague (PRG);2019;ARR:06 - DEP:06;0,239443525157811
LKPR;LKPR;PRG;Prague;Czech Republic;Prague (LKPR);Prague (PRG);2020;;
LMML;LMML;MLA;Malta;Malta;Malta (LMML);Malta (MLA);2016;;
LMML;LMML;MLA;Malta;Malta;Malta (LMML);Malta (MLA);2017;;
LMML;LMML;MLA;Malta;Malta;Malta (LMML);Malta (MLA);2018;;
LMML;LMML;MLA;Malta;Malta;Malta (LMML);Malta (MLA);2019;ARR:13 - DEP:13;0,31823221923016
LMML;LMML;MLA;Malta;Malta;Malta (LMML);Malta (MLA);2019;ARR:31 - DEP:31;0,593853952162205
LMML;LMML;MLA;Malta;Malta;Malta (LMML);Malta (MLA);2020;;
LOWW;LOWW;VIE;Vienna;Austria;Vienna (LOWW);Vienna (VIE);2016;;
LOWW;LOWW;VIE;Vienna;Austria;Vienna (LOWW);Vienna (VIE);2017;;
LOWW;LOWW;VIE;Vienna;Austria;Vienna (LOWW);Vienna (VIE);2018;;
LOWW;LOWW;VIE;Vienna;Austria;Vienna (LOWW);Vienna (VIE);2019;ARR:16 - DEP:29;0,161093978250284
LOWW;LOWW;VIE;Vienna;Austria;Vienna (LOWW);Vienna (VIE);2019;ARR:34 - DEP:29;0,403100146080182
LOWW;LOWW;VIE;Vienna;Austria;Vienna (LOWW);Vienna (VIE);2019;ARR:34 - DEP:29 - DEP:34;0,142184710274306
LOWW;LOWW;VIE;Vienna;Austria;Vienna (LOWW);Vienna (VIE);2019;ARR:11 - DEP:16;0,121652329167343
LOWW;LOWW;VIE;Vienna;Austria;Vienna (LOWW);Vienna (VIE);2019;ARR:11 - ARR:16 - DEP:16;0,0719850673591949
LOWW;LOWW;VIE;Vienna;Austria;Vienna (LOWW);Vienna (VIE);2019;ARR:29 - DEP:29;0,0457717902937835
LOWW;LOWW;VIE;Vienna;Austria;Vienna (LOWW);Vienna (VIE);2019;ARR:16 - DEP:16 - DEP:29;0,035383866255478
LOWW;LOWW;VIE;Vienna;Austria;Vienna (LOWW);Vienna (VIE);2020;;
LPFR;LPFR;FAO;Faro;Portugal;Faro (LPFR);Faro (FAO);2016;;
LPFR;LPFR;FAO;Faro;Portugal;Faro (LPFR);Faro (FAO);2017;;
LPFR;LPFR;FAO;Faro;Portugal;Faro (LPFR);Faro (FAO);2018;;
LPFR;LPFR;FAO;Faro;Portugal;Faro (LPFR);Faro (FAO);2019;ARR:28 - DEP:28;0,72972972972973
LPFR;LPFR;FAO;Faro;Portugal;Faro (LPFR);Faro (FAO);2019;ARR:10 - DEP:10;0,26973566973567
LPFR;LPFR;FAO;Faro;Portugal;Faro (LPFR);Faro (FAO);2020;;
LPPR;LPPR;OPO;Porto;Portugal;Porto (LPPR);Porto (OPO);2016;;
LPPR;LPPR;OPO;Porto;Portugal;Porto (LPPR);Porto (OPO);2017;;
LPPR;LPPR;OPO;Porto;Portugal;Porto (LPPR);Porto (OPO);2018;;
LPPR;LPPR;OPO;Porto;Portugal;Porto (LPPR);Porto (OPO);2019;ARR:35 - DEP:35;0,6872179713557
LPPR;LPPR;OPO;Porto;Portugal;Porto (LPPR);Porto (OPO);2019;ARR:17 - DEP:17;0,31219344712576
LPPR;LPPR;OPO;Porto;Portugal;Porto (LPPR);Porto (OPO);2020;;
LPPT;LPPT;LIS;Lisbon;Portugal;Lisbon (LPPT);Lisbon (LIS);2016;;
LPPT;LPPT;LIS;Lisbon;Portugal;Lisbon (LPPT);Lisbon (LIS);2017;;
LPPT;LPPT;LIS;Lisbon;Portugal;Lisbon (LPPT);Lisbon (LIS);2018;;
LPPT;LPPT;LIS;Lisbon;Portugal;Lisbon (LPPT);Lisbon (LIS);2019;ARR:21 - DEP:21;0,277928391137702
LPPT;LPPT;LIS;Lisbon;Portugal;Lisbon (LPPT);Lisbon (LIS);2019;ARR:03 - DEP:03;0,722071608862298
LPPT;LPPT;LIS;Lisbon;Portugal;Lisbon (LPPT);Lisbon (LIS);2020;;
LROP;LROP;OTP;Bucharest - Otopeni;Romania;Bucharest - Otopeni (LROP);Bucharest - Otopeni (OTP);2016;;
LROP;LROP;OTP;Bucharest - Otopeni;Romania;Bucharest - Otopeni (LROP);Bucharest - Otopeni (OTP);2017;;
LROP;LROP;OTP;Bucharest - Otopeni;Romania;Bucharest - Otopeni (LROP);Bucharest - Otopeni (OTP);2018;;
LROP;LROP;OTP;Bucharest - Otopeni;Romania;Bucharest - Otopeni (LROP);Bucharest - Otopeni (OTP);2019;ARR:08L - DEP:08R;0,361831953990742
LROP;LROP;OTP;Bucharest - Otopeni;Romania;Bucharest - Otopeni (LROP);Bucharest - Otopeni (OTP);2019;ARR:08R - DEP:08R;0,0480432038154019
LROP;LROP;OTP;Bucharest - Otopeni;Romania;Bucharest - Otopeni (LROP);Bucharest - Otopeni (OTP);2019;ARR:08R - DEP:08L;0,239163978117548
LROP;LROP;OTP;Bucharest - Otopeni;Romania;Bucharest - Otopeni (LROP);Bucharest - Otopeni (OTP);2019;ARR:26L - DEP:26R;0,217632206480572
LROP;LROP;OTP;Bucharest - Otopeni;Romania;Bucharest - Otopeni (LROP);Bucharest - Otopeni (OTP);2019;ARR:08L - DEP:08L;0,0708374246037312
LROP;LROP;OTP;Bucharest - Otopeni;Romania;Bucharest - Otopeni (LROP);Bucharest - Otopeni (OTP);2020;;
LSGG;LSGG;GVA;Geneva;Switzerland;Geneva (LSGG);Geneva (GVA);2016;;
LSGG;LSGG;GVA;Geneva;Switzerland;Geneva (LSGG);Geneva (GVA);2017;;
LSGG;LSGG;GVA;Geneva;Switzerland;Geneva (LSGG);Geneva (GVA);2018;;
LSGG;LSGG;GVA;Geneva;Switzerland;Geneva (LSGG);Geneva (GVA);2019;ARR:04 - DEP:04;0,413853180769412
LSGG;LSGG;GVA;Geneva;Switzerland;Geneva (LSGG);Geneva (GVA);2019;ARR:22 - DEP:22;0,586146819230588
LSGG;LSGG;GVA;Geneva;Switzerland;Geneva (LSGG);Geneva (GVA);2020;;
LSZH;LSZH;ZRH;Zürich;Switzerland;Zürich (LSZH);Zürich (ZRH);2016;;
LSZH;LSZH;ZRH;Zürich;Switzerland;Zürich (LSZH);Zürich (ZRH);2017;;
LSZH;LSZH;ZRH;Zürich;Switzerland;Zürich (LSZH);Zürich (ZRH);2018;;
LSZH;LSZH;ZRH;Zürich;Switzerland;Zürich (LSZH);Zürich (ZRH);2019;ARR:14 - DEP:28;0,424577545784305
LSZH;LSZH;ZRH;Zürich;Switzerland;Zürich (LSZH);Zürich (ZRH);2019;ARR:14 - DEP:16 - DEP:28;0,299478014686366
LSZH;LSZH;ZRH;Zürich;Switzerland;Zürich (LSZH);Zürich (ZRH);2019;ARR:28 - DEP:32;0,192338317260904
LSZH;LSZH;ZRH;Zürich;Switzerland;Zürich (LSZH);Zürich (ZRH);2019;ARR:34 - DEP:32;0,0497213129257719
LSZH;LSZH;ZRH;Zürich;Switzerland;Zürich (LSZH);Zürich (ZRH);2020;;
LZIB;LZIB;BTS;Bratislava;Slovakia;Bratislava (LZIB);Bratislava (BTS);2016;;
LZIB;LZIB;BTS;Bratislava;Slovakia;Bratislava (LZIB);Bratislava (BTS);2017;;
LZIB;LZIB;BTS;Bratislava;Slovakia;Bratislava (LZIB);Bratislava (BTS);2018;;
LZIB;LZIB;BTS;Bratislava;Slovakia;Bratislava (LZIB);Bratislava (BTS);2019;ARR:31 - DEP:13;0,0356553998351195
LZIB;LZIB;BTS;Bratislava;Slovakia;Bratislava (LZIB);Bratislava (BTS);2019;ARR:22 - DEP:13;0,0529678483099753
LZIB;LZIB;BTS;Bratislava;Slovakia;Bratislava (LZIB);Bratislava (BTS);2019;ARR:31 - DEP:04;0,712077493816983
LZIB;LZIB;BTS;Bratislava;Slovakia;Bratislava (LZIB);Bratislava (BTS);2019;ARR:31 - DEP:31;0,183841714756801
LZIB;LZIB;BTS;Bratislava;Slovakia;Bratislava (LZIB);Bratislava (BTS);2020;;
